#,Name,%Complete,AvgTime,Std
0,std_end_baseline_2,0.0,0.0,0.0
1,kernel_end_RewardMag_2,100.0,7.0799999999998935,0.0
2,Follow the Gap method,100.0,8.909999999999854,0.0
3,Oracle Path Follower,100.0,8.549999999999862,0.0
